Country name,year,Life_Ladder,Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Positive_affect,Negative_affect,Freedom_to_make_life_choices_per,Social_support_per
Nicaragua,2019,6.113,8.595,0.874,67.8,0.883,0.029,0.622,0.835,0.337,88.3,87.4
Niger,2015,3.671,7.03,0.713,52,0.728,-0.032,0.703,0.682,0.218,72.8,71.3
Niger,2016,4.235,7.047,0.683,52.5,0.702,-0.016,0.814,0.675,0.325,70.2,68.3
Niger,2017,4.616,7.058,0.582,53,0.684,-0.03,0.778,0.731,0.427,68.4,58.2
Niger,2018,5.164,7.087,0.612,53.5,0.791,0.009,0.637,0.771,0.503,79.1,61.2
Niger,2019,5.004,7.106,0.677,54,0.831,0.026,0.729,0.816,0.304,83.1,67.7
Nigeria,2015,4.933,8.615,0.812,48.5,0.68,-0.035,0.926,0.717,0.251,68,81.2
Nigeria,2016,5.22,8.573,0.805,48.9,0.798,0.043,0.905,0.732,0.252,79.8,80.5
Nigeria,2017,5.322,8.555,0.733,49.3,0.826,0.124,0.835,0.725,0.236,82.6,73.3
Nigeria,2018,5.252,8.548,0.741,49.7,0.79,-0.01,0.866,0.805,0.256,79,74.1
Nigeria,2019,4.356,8.544,0.734,50.1,0.729,0.032,0.873,0.715,0.245,72.9,73.4
Nigeria,2020,5.503,8.484,0.739,50.5,0.713,0.099,0.913,0.744,0.316,71.3,73.9
North Cyprus,2015,5.843,,0.791,,0.785,,0.659,0.702,0.319,78.5,79.1
North Cyprus,2016,5.827,,0.808,,0.796,,0.67,0.644,0.346,79.6,80.8
North Cyprus,2018,5.608,,0.837,,0.797,,0.614,0.48,0.262,79.7,83.7
North Cyprus,2019,5.467,,0.803,,0.793,,0.64,0.494,0.296,79.3,80.3
North Macedonia,2015,4.976,9.613,0.766,65.145,0.66,-0.047,0.824,0.62,0.299,66,76.6
North Macedonia,2016,5.346,9.64,0.871,65.225,0.706,0.08,0.87,0.639,0.292,70.6,87.1
North Macedonia,2017,5.234,9.65,0.8,65.303,0.752,-0.059,0.856,0.502,0.299,75.2,80
North Macedonia,2018,5.24,9.677,0.849,65.389,0.745,-0.041,0.91,0.59,0.298,74.5,84.9
North Macedonia,2019,5.015,9.711,0.815,65.474,0.725,0.024,0.923,0.576,0.304,72.5,81.5
North Macedonia,2020,5.054,9.69,0.75,65.56,0.787,0.131,0.877,0.605,0.365,78.7,75
Norway,2015,7.603,11.033,0.947,72.9,0.948,0.257,0.299,0.843,0.209,94.8,94.7
Norway,2016,7.596,11.035,0.96,73,0.954,0.133,0.41,0.85,0.209,95.4,96
Norway,2017,7.579,11.05,0.95,73.1,0.953,0.236,0.25,0.849,0.203,95.3,95
Norway,2018,7.444,11.056,0.966,73.2,0.96,0.094,0.268,0.827,0.212,96,96.6
Norway,2019,7.442,11.061,0.942,73.3,0.954,0.111,0.271,0.823,0.195,95.4,94.2
Norway,2020,7.29,11.042,0.956,73.4,0.965,0.075,0.271,0.823,0.216,96.5,95.6
Pakistan,2015,4.823,8.361,0.562,57.3,0.587,0.085,0.717,0.575,0.329,58.7,56.2
Pakistan,2016,5.549,8.394,0.627,57.7,0.634,0.095,0.793,0.648,0.332,63.4,62.7
Pakistan,2017,5.831,8.428,0.69,58.1,0.713,0.045,0.714,0.586,0.308,71.3,69
Pakistan,2018,5.472,8.464,0.685,58.5,0.773,0.069,0.799,0.567,0.377,77.3,68.5
Pakistan,2019,4.443,8.453,0.617,58.9,0.685,0.124,0.776,0.581,0.424,68.5,61.7
Palestinian Territories,2015,4.695,8.48,0.766,,0.556,-0.153,0.774,0.594,0.369,55.6,76.6
Palestinian Territories,2016,4.907,8.498,0.818,,0.608,-0.129,0.812,0.593,0.378,60.8,81.8
Palestinian Territories,2017,4.628,8.485,0.824,,0.632,-0.163,0.831,0.597,0.416,63.2,82.4
Palestinian Territories,2018,4.554,,0.819,,0.655,,0.814,0.61,0.419,65.5,81.9
Palestinian Territories,2019,4.483,,0.833,,0.653,,0.829,0.625,0.4,65.3,83.3
Panama,2015,6.606,10.255,0.883,69.3,0.847,-0.007,0.81,0.801,0.264,84.7,88.3
Panama,2016,6.118,10.287,0.882,69.4,0.884,-0.102,0.837,0.858,0.244,88.4,88.2
Panama,2017,6.568,10.324,0.912,69.5,0.9,-0.17,0.841,0.833,0.242,90,91.2
Panama,2018,6.281,10.343,0.904,69.6,0.861,-0.131,0.837,0.884,0.223,86.1,90.4
Panama,2019,6.086,10.356,0.886,69.7,0.883,-0.199,0.869,0.878,0.244,88.3,88.6
Paraguay,2015,5.56,9.377,0.914,65.1,0.806,-0.008,0.863,0.866,0.219,80.6,91.4
Paraguay,2016,5.801,9.406,0.94,65.3,0.854,-0.071,0.756,0.925,0.197,85.4,94
Paraguay,2017,5.713,9.441,0.902,65.5,0.891,0.003,0.81,0.903,0.232,89.1,90.2
Paraguay,2019,5.653,9.448,0.892,65.9,0.876,0.028,0.882,0.858,0.275,87.6,89.2
Peru,2015,5.577,9.402,0.798,67.2,0.802,-0.09,0.884,0.754,0.378,80.2,79.8
Peru,2016,5.701,9.426,0.803,67.5,0.83,-0.134,0.866,0.822,0.338,83,80.3
Peru,2017,5.711,9.434,0.83,67.8,0.827,-0.154,0.895,0.789,0.394,82.7,83
Peru,2018,5.68,9.456,0.845,68.1,0.83,-0.178,0.906,0.809,0.38,83,84.5
Peru,2019,5.999,9.461,0.809,68.4,0.815,-0.13,0.874,0.82,0.375,81.5,80.9
Philippines,2015,5.547,8.896,0.854,61.6,0.912,-0.051,0.755,0.805,0.351,91.2,85.4
Philippines,2016,5.431,8.95,0.821,61.7,0.908,-0.071,0.792,0.821,0.29,90.8,82.1
Philippines,2017,5.594,9.002,0.851,61.8,0.926,-0.141,0.711,0.769,0.341,92.6,85.1
Philippines,2018,5.869,9.05,0.846,61.9,0.918,-0.108,0.726,0.773,0.393,91.8,84.6
Philippines,2019,6.268,9.095,0.845,62,0.91,-0.083,0.748,0.781,0.341,91,84.5
Philippines,2020,5.08,9.061,0.781,62.1,0.932,-0.116,0.744,0.804,0.327,93.2,78.1
Poland,2015,6.007,10.235,0.893,68.1,0.793,-0.093,0.81,0.734,0.24,79.3,89.3
Poland,2016,6.162,10.266,0.917,68.5,0.871,-0.091,0.848,0.777,0.224,87.1,91.7
Poland,2017,6.201,10.314,0.882,68.9,0.831,-0.122,0.639,0.677,0.203,83.1,88.2
Poland,2018,6.111,10.366,0.863,69.3,0.87,-0.254,0.72,0.742,0.176,87,86.3
Poland,2019,6.242,10.407,0.878,69.7,0.883,-0.231,0.696,0.725,0.168,88.3,87.8
Poland,2020,6.139,10.371,0.953,70.1,0.767,-0.007,0.787,0.76,0.329,76.7,95.3
Portugal,2015,5.081,10.347,0.866,71.8,0.8,-0.163,0.941,0.657,0.371,80,86.6
Portugal,2016,5.447,10.37,0.905,72,0.838,-0.225,0.922,0.684,0.326,83.8,90.5
Portugal,2017,5.711,10.407,0.9,72.2,0.905,-0.176,0.881,0.649,0.294,90.5,90
Portugal,2018,5.92,10.434,0.887,72.4,0.877,-0.261,0.88,0.679,0.318,87.7,88.7
Portugal,2019,6.095,10.457,0.876,72.6,0.882,-0.234,0.915,0.71,0.3,88.2,87.6
Portugal,2020,5.768,10.371,0.875,72.8,0.913,-0.238,0.867,0.648,0.383,91.3,87.5
Qatar,2015,6.375,11.486,,68.3,,,,,,0,0
Romania,2015,5.777,10.083,0.787,66.3,0.796,-0.141,0.962,0.714,0.312,79.6,78.7
Romania,2016,5.969,10.136,0.809,66.6,0.822,-0.115,0.949,0.694,0.258,82.2,80.9
Romania,2017,6.09,10.211,0.811,66.9,0.839,-0.16,0.926,0.734,0.231,83.9,81.1
Romania,2018,6.151,10.26,0.818,67.2,0.845,-0.217,0.921,0.735,0.298,84.5,81.8
Romania,2019,6.13,10.306,0.842,67.5,0.848,-0.221,0.954,0.697,0.244,84.8,84.2
Russia,2015,5.996,10.149,0.924,63.1,0.685,-0.171,0.913,0.679,0.13,68.5,92.4
Russia,2016,5.855,10.149,0.911,63.5,0.714,-0.181,0.925,0.636,0.142,71.4,91.1
Russia,2017,5.579,10.166,0.896,63.9,0.731,-0.145,0.862,0.71,0.195,73.1,89.6
Russia,2018,5.514,10.191,0.909,64.3,0.729,-0.147,0.865,0.673,0.199,72.9,90.9
Russia,2019,5.441,10.205,0.91,64.7,0.715,-0.116,0.848,0.691,0.2,71.5,91
Russia,2020,5.495,10.162,0.887,65.1,0.714,-0.071,0.823,0.645,0.19,71.4,88.7
Rwanda,2015,3.483,7.544,0.678,59.3,0.908,0.025,0.095,0.721,0.206,90.8,67.8
Rwanda,2016,3.333,7.576,0.665,59.9,0.911,0.025,0.159,0.752,0.285,91.1,66.5
Rwanda,2017,3.108,7.588,0.517,60.5,0.908,0.051,0.214,0.762,0.358,90.8,51.7
Rwanda,2018,3.561,7.644,0.616,61.1,0.924,0.057,0.164,0.793,0.308,92.4,61.6
Rwanda,2019,3.268,7.708,0.489,61.7,0.869,0.064,0.168,0.736,0.418,86.9,48.9
Saudi Arabia,2015,6.345,10.798,0.82,65.4,0.82,-0.045,,0.724,0.327,82,82
Saudi Arabia,2016,6.474,10.792,0.89,65.7,0.774,-0.132,,0.793,0.266,77.4,89
Saudi Arabia,2017,6.294,10.764,0.84,66,0.814,-0.131,,0.775,0.306,81.4,84
Saudi Arabia,2018,6.356,10.771,0.868,66.3,0.855,-0.192,,0.764,0.288,85.5,86.8
Saudi Arabia,2019,6.561,10.757,0.912,66.6,0.891,-0.147,,0.732,0.238,89.1,91.2
Saudi Arabia,2020,6.56,10.701,0.89,66.9,0.884,-0.111,,0.754,0.251,88.4,89
Senegal,2015,4.617,7.995,0.702,58.4,0.72,-0.111,0.765,0.711,0.208,72,70.2
Senegal,2016,4.595,8.029,0.839,58.8,0.744,-0.086,0.794,0.784,0.245,74.4,83.9
Senegal,2017,4.683,8.072,0.744,59.2,0.687,-0.044,0.825,0.746,0.291,68.7,74.4
Senegal,2018,4.769,8.106,0.739,59.6,0.629,-0.074,0.805,0.714,0.247,62.9,73.9
Senegal,2019,5.489,8.13,0.688,60,0.759,-0.019,0.796,0.789,0.332,75.9,68.8
Serbia,2015,5.318,9.649,0.816,67,0.546,-0.062,0.859,0.496,0.303,54.6,81.6
Serbia,2016,5.753,9.688,0.895,67.4,0.614,-0.068,0.89,0.535,0.298,61.4,89.5
Serbia,2017,5.122,9.713,0.884,67.8,0.685,-0.077,0.851,0.51,0.326,68.5,88.4
Serbia,2018,5.936,9.762,0.853,68.2,0.74,-0.1,0.864,0.559,0.296,74,85.3
Serbia,2019,6.241,9.808,0.903,68.6,0.753,-0.04,0.813,0.509,0.242,75.3,90.3
Serbia,2020,6.042,9.788,0.852,69,0.843,0.149,0.824,0.603,0.358,84.3,85.2
Sierra Leone,2015,4.909,7.347,0.611,46,0.624,0.05,0.825,0.625,0.414,62.4,61.1
Sierra Leone,2016,4.733,7.384,0.657,47.6,0.681,0.106,0.863,0.584,0.456,68.1,65.7
Sierra Leone,2017,4.09,7.404,0.652,49.2,0.711,0.079,0.848,0.6,0.495,71.1,65.2
Sierra Leone,2018,4.306,7.417,0.65,50.8,0.716,0.095,0.856,0.552,0.466,71.6,65
Sierra Leone,2019,3.447,7.449,0.611,52.4,0.718,0.074,0.874,0.513,0.438,71.8,61.1
Singapore,2015,6.62,11.4,0.866,75.9,0.887,0.15,0.099,0.803,0.142,88.7,86.6
Singapore,2016,6.033,11.419,0.925,76.2,0.904,0.143,0.047,0.824,0.111,90.4,92.5
Singapore,2017,6.378,11.461,0.897,76.5,0.926,0.136,0.162,0.8,0.179,92.6,89.7
Singapore,2018,6.375,11.49,0.903,76.8,0.916,-0.066,0.097,0.787,0.107,91.6,90.3
Singapore,2019,6.378,11.486,0.925,77.1,0.938,0.027,0.07,0.723,0.138,93.8,92.5
Slovakia,2015,6.162,10.291,0.943,68,0.587,-0.128,0.928,0.714,0.269,58.7,94.3
Slovakia,2016,5.993,10.31,0.945,68.3,0.7,-0.061,0.917,0.774,0.232,70,94.5
Slovakia,2017,6.366,10.339,0.913,68.6,0.714,-0.055,0.92,0.788,0.213,71.4,91.3
Slovakia,2018,6.235,10.376,0.922,68.9,0.758,-0.167,0.91,0.754,0.253,75.8,92.2
Slovakia,2019,6.243,10.398,0.933,69.2,0.771,-0.129,0.926,0.75,0.252,77.1,93.3
Slovakia,2020,6.519,10.332,0.954,69.5,0.762,-0.075,0.901,0.764,0.274,76.2,95.4
Slovenia,2015,5.741,10.433,0.901,70.2,0.896,0.008,0.892,0.659,0.261,89.6,90.1
Slovenia,2016,5.937,10.463,0.934,70.5,0.904,-0.055,0.838,0.626,0.272,90.4,93.4
Slovenia,2017,6.167,10.509,0.928,70.8,0.921,-0.025,0.829,0.615,0.286,92.1,92.8
Slovenia,2018,6.249,10.546,0.941,71.1,0.942,-0.119,0.839,0.644,0.275,94.2,94.1
Slovenia,2019,6.665,10.563,0.949,71.4,0.945,-0.102,0.785,0.679,0.228,94.5,94.9
Slovenia,2020,6.462,10.478,0.953,71.7,0.958,-0.081,0.797,0.61,0.314,95.8,95.3
Somalia,2015,5.354,,0.599,50.1,0.968,,0.41,0.901,0.187,96.8,59.9
Somalia,2016,4.668,,0.594,50,0.917,,0.441,0.891,0.193,91.7,59.4
South Africa,2015,4.887,9.46,0.898,55.3,0.862,-0.127,0.853,0.781,0.161,86.2,89.8
South Africa,2016,4.77,9.45,0.875,55.7,0.774,-0.07,0.813,0.786,0.301,77.4,87.5
South Africa,2017,4.514,9.45,0.87,56.1,0.787,-0.129,0.865,0.785,0.268,78.7,87
South Africa,2018,4.884,9.444,0.841,56.5,0.753,-0.05,0.841,0.812,0.283,75.3,84.1
South Africa,2019,5.035,9.432,0.848,56.9,0.738,-0.134,0.82,0.801,0.268,73.8,84.8
South Africa,2020,4.947,9.332,0.891,57.3,0.757,-0.015,0.912,0.82,0.294,75.7,89.1
South Korea,2015,5.78,10.568,0.768,72.7,0.616,-0.036,0.841,0.65,0.244,61.6,76.8
South Korea,2016,5.971,10.593,0.811,73,0.591,0.026,0.862,0.676,0.233,59.1,81.1
South Korea,2017,5.874,10.621,0.807,73.3,0.538,0.014,0.851,0.623,0.235,53.8,80.7
South Korea,2018,5.84,10.643,0.798,73.6,0.6,-0.089,0.797,0.661,0.217,60,79.8
South Korea,2019,5.903,10.661,0.783,73.9,0.706,-0.055,0.718,0.684,0.236,70.6,78.3
South Korea,2020,5.793,10.648,0.808,74.2,0.711,-0.106,0.665,0.64,0.247,71.1,80.8
South Sudan,2015,4.071,,0.585,50.2,0.512,,0.71,0.586,0.45,51.2,58.5
South Sudan,2016,2.888,,0.532,50.6,0.44,,0.785,0.615,0.549,44,53.2
South Sudan,2017,2.817,,0.557,51,0.456,,0.761,0.586,0.517,45.6,55.7
Spain,2015,6.381,10.531,0.956,73.5,0.732,-0.072,0.822,0.732,0.285,73.2,95.6
Spain,2016,6.319,10.56,0.942,73.8,0.768,-0.048,0.819,0.653,0.301,76.8,94.2
Spain,2017,6.23,10.586,0.903,74.1,0.756,-0.032,0.791,0.625,0.302,75.6,90.3
Spain,2018,6.513,10.605,0.91,74.4,0.722,-0.075,0.777,0.659,0.357,72.2,91
Spain,2019,6.457,10.618,0.949,74.7,0.778,-0.049,0.73,0.663,0.316,77.8,94.9
Spain,2020,6.502,10.488,0.935,75,0.783,-0.121,0.73,0.686,0.317,78.3,93.5
Sri Lanka,2015,4.612,9.383,0.863,66.6,0.902,0.319,0.859,0.848,0.235,90.2,86.3
Sri Lanka,2017,4.331,9.44,0.823,67,0.827,0.094,0.844,0.795,0.27,82.7,82.3
Sri Lanka,2018,4.435,9.462,0.833,67.2,0.859,0.106,0.856,0.831,0.302,85.9,83.3
Sri Lanka,2019,4.213,9.479,0.815,67.4,0.824,0.051,0.863,0.816,0.315,82.4,81.5
Swaziland,2018,4.212,9.06,0.779,50.353,0.71,-0.178,0.692,0.824,0.252,71,77.9
Swaziland,2019,4.396,9.07,0.759,51.27,0.597,-0.191,0.724,0.778,0.28,59.7,75.9
Sweden,2015,7.289,10.853,0.929,72.3,0.935,0.211,0.232,0.818,0.191,93.5,92.9
Sweden,2016,7.369,10.861,0.912,72.4,0.918,0.146,0.246,0.816,0.201,91.8,91.2
Sweden,2017,7.287,10.873,0.914,72.5,0.935,0.17,0.239,0.814,0.175,93.5,91.4
Sweden,2018,7.375,10.881,0.931,72.6,0.942,0.077,0.263,0.823,0.161,94.2,93.1
Sweden,2019,7.398,10.882,0.934,72.7,0.942,0.091,0.25,0.826,0.202,94.2,93.4
Sweden,2020,7.314,10.838,0.936,72.8,0.951,0.091,0.203,0.766,0.222,95.1,93.6
Switzerland,2015,7.572,11.1,0.938,73.2,0.928,0.109,0.21,0.809,0.166,92.8,93.8
Switzerland,2016,7.459,11.106,0.928,73.5,0.934,0.088,0.302,0.779,0.206,93.4,92.8
Switzerland,2017,7.474,11.115,0.95,73.8,0.925,0.18,0.316,0.774,0.196,92.5,95
Switzerland,2018,7.509,11.134,0.93,74.1,0.926,0.101,0.301,0.792,0.192,92.6,93
Switzerland,2019,7.694,11.136,0.949,74.4,0.913,0.036,0.294,0.798,0.171,91.3,94.9
Switzerland,2020,7.508,11.081,0.946,74.7,0.917,-0.064,0.28,0.769,0.193,91.7,94.6
Syria,2015,3.462,8.442,0.464,55.2,0.448,0.045,0.685,0.369,0.643,44.8,46.4
Taiwan Province of China,2015,6.45,10.842,0.885,,0.701,0.019,0.857,0.832,0.129,70.1,88.5
Taiwan Province of China,2016,6.513,10.855,0.895,,0.719,-0.049,0.811,0.833,0.108,71.9,89.5
Taiwan Province of China,2017,6.359,10.871,0.891,,0.76,-0.07,0.743,0.837,0.114,76,89.1
Taiwan Province of China,2018,6.467,,0.896,,0.741,,0.736,0.848,0.093,74.1,89.6
Taiwan Province of China,2019,6.537,,0.893,,0.814,,0.718,0.86,0.093,81.4,89.3
Taiwan Province of China,2020,6.751,,0.901,,0.799,,0.711,0.845,0.083,79.9,90.1
Tajikistan,2015,5.124,7.945,0.844,63.2,0.847,0.022,0.742,0.689,0.196,84.7,84.4
Tajikistan,2016,5.104,7.987,0.857,63.5,0.703,0.01,0.632,0.644,0.22,70.3,85.7
Tajikistan,2017,5.829,8.036,0.663,63.8,0.832,0.124,0.718,0.603,0.278,83.2,66.3
Tajikistan,2018,5.497,8.082,0.875,64.1,,-0.065,0.578,0.695,0.22,0,87.5
Tajikistan,2019,5.464,8.126,0.88,64.4,,-0.045,0.49,0.729,0.178,0,88
Tajikistan,2020,5.373,8.08,0.79,64.7,,-0.04,0.55,0.749,0.344,0,79
Tanzania,2015,3.661,7.764,0.79,56,0.759,0.149,0.906,0.619,0.192,75.9,79
Tanzania,2016,2.903,7.8,0.638,56.5,0.775,0.179,0.739,0.694,0.246,77.5,63.8
Tanzania,2017,3.347,7.836,0.705,57,0.8,0.116,0.654,0.715,0.255,80,70.5
Tanzania,2018,3.445,7.859,0.675,57.5,0.807,0.153,0.612,0.762,0.221,80.7,67.5
Tanzania,2019,3.64,7.886,0.687,58,0.85,0.1,0.589,0.726,0.243,85,68.7
Tanzania,2020,3.786,7.881,0.74,58.5,0.83,0.295,0.521,0.686,0.271,83,74
Thailand,2015,6.202,9.699,0.866,66.6,0.885,0.316,0.914,0.91,0.174,88.5,86.6
Thailand,2016,6.074,9.729,0.908,66.8,0.924,0.356,0.878,0.835,0.218,92.4,90.8
Thailand,2017,5.939,9.765,0.877,67,0.923,0.212,0.884,0.816,0.232,92.3,87.7
Thailand,2018,6.012,9.803,0.873,67.2,0.905,0.259,0.907,0.843,0.198,90.5,87.3
Thailand,2019,6.022,9.824,0.903,67.4,0.898,0.309,0.877,0.843,0.208,89.8,90.3
Thailand,2020,5.885,9.769,0.867,67.6,0.84,0.273,0.918,0.783,0.326,84,86.7
Togo,2015,3.768,7.277,0.479,53.5,0.772,-0.069,0.733,0.599,0.416,77.2,47.9
Togo,2016,3.879,7.306,0.509,53.9,0.73,-0.007,0.815,0.604,0.483,73,50.9
Togo,2017,4.361,7.324,0.508,54.3,0.717,-0.042,0.726,0.614,0.426,71.7,50.8
Togo,2018,4.023,7.348,0.596,54.7,0.612,-0.007,0.809,0.608,0.446,61.2,59.6
Togo,2019,4.179,7.375,0.539,55.1,0.617,0.065,0.737,0.59,0.444,61.7,53.9
Trinidad and Tobago,2017,6.192,10.183,0.916,63.5,0.859,0.015,0.911,0.846,0.248,85.9,91.6
Tunisia,2015,5.132,9.261,0.609,66,0.711,-0.226,0.815,0.573,0.32,71.1,60.9
Tunisia,2016,4.521,9.262,0.702,66.3,0.614,-0.165,0.811,0.612,0.378,61.4,70.2
Tunisia,2017,4.124,9.269,0.717,66.6,0.478,-0.219,0.869,0.421,0.377,47.8,71.7
Tunisia,2018,4.741,9.284,0.733,66.9,0.65,-0.191,0.84,0.592,0.365,65,73.3
Tunisia,2019,4.315,9.283,0.61,67.2,0.659,-0.209,0.889,0.539,0.433,65.9,61
Tunisia,2020,4.731,9.231,0.719,67.5,0.668,-0.202,0.877,0.585,0.439,66.8,71.9
Turkey,2015,5.514,10.166,0.851,65.6,0.653,-0.016,0.806,0.46,0.382,65.3,85.1
Turkey,2016,5.326,10.181,0.88,66,0.644,-0.065,0.764,0.465,0.39,64.4,88
Turkey,2017,5.607,10.238,0.876,66.4,0.644,-0.237,0.671,0.45,0.313,64.4,87.6
Turkey,2018,5.186,10.251,0.847,66.8,0.529,-0.176,0.805,0.435,0.351,52.9,84.7
Turkey,2019,4.872,10.246,0.792,67.2,0.631,-0.136,0.76,0.422,0.368,63.1,79.2
Turkey,2020,4.862,10.219,0.857,67.6,0.51,-0.111,0.774,0.384,0.44,51,85.7
Turkmenistan,2015,5.791,9.472,0.96,61,0.701,0.093,,0.705,0.301,70.1,96
Turkmenistan,2016,5.887,9.515,0.929,61.4,0.749,0.005,,0.636,0.255,74.9,92.9
Turkmenistan,2017,5.229,9.561,0.908,61.8,0.72,0.066,,0.521,0.35,72,90.8
Turkmenistan,2018,4.621,9.605,0.984,62.2,0.858,0.26,,0.612,0.189,85.8,98.4
Turkmenistan,2019,5.474,9.651,0.982,62.6,0.892,0.285,,0.51,0.183,89.2,98.2
Uganda,2015,4.238,7.627,0.747,54.5,0.758,0.135,0.873,0.703,0.353,75.8,74.7
Uganda,2016,4.233,7.637,0.754,54.9,0.739,0.132,0.811,0.668,0.41,73.9,75.4
Uganda,2017,4.001,7.638,0.74,55.3,0.772,0.06,0.816,0.703,0.4,77.2,74
Uganda,2018,4.322,7.66,0.74,55.7,0.729,0.079,0.856,0.685,0.39,72.9,74
Uganda,2019,4.948,7.688,0.805,56.1,0.704,0.139,0.826,0.693,0.385,70.4,80.5
Uganda,2020,4.641,7.684,0.8,56.5,0.687,0.147,0.878,0.699,0.425,68.7,80
Ukraine,2015,3.965,9.327,0.909,63.7,0.431,-0.033,0.952,0.574,0.241,43.1,90.9
Ukraine,2016,4.029,9.353,0.885,64,0.503,0.011,0.891,0.589,0.22,50.3,88.5
Ukraine,2017,4.311,9.382,0.858,64.3,0.599,-0.002,0.937,0.597,0.235,59.9,85.8
Ukraine,2018,4.662,9.42,0.901,64.6,0.663,-0.074,0.943,0.609,0.222,66.3,90.1
Ukraine,2019,4.702,9.458,0.883,64.9,0.715,-0.081,0.885,0.634,0.201,71.5,88.3
Ukraine,2020,5.27,9.428,0.885,65.2,0.784,0.126,0.946,0.688,0.285,78.4,88.5
United Arab Emirates,2015,6.568,11.086,0.824,66.5,0.915,0.201,,0.761,0.296,91.5,82.4
United Arab Emirates,2016,6.831,11.105,0.849,66.7,0.949,0.131,,0.775,0.245,94.9,84.9
United Arab Emirates,2017,7.039,11.115,0.836,66.9,0.962,0.216,,0.795,0.208,96.2,83.6
United Arab Emirates,2018,6.604,11.112,0.851,67.1,0.944,0.054,,0.787,0.302,94.4,85.1
United Arab Emirates,2019,6.711,11.114,0.862,67.3,0.911,0.129,,0.793,0.284,91.1,86.2
United Arab Emirates,2020,6.458,11.053,0.827,67.5,0.942,0.06,,0.752,0.298,94.2,82.7
United Kingdom,2015,6.515,10.712,0.936,71.7,0.833,0.3,0.456,0.798,0.219,83.3,93.6
United Kingdom,2016,6.824,10.724,0.954,71.9,0.821,0.25,0.458,0.776,0.23,82.1,95.4
United Kingdom,2017,7.103,10.736,0.937,72.1,0.813,0.291,0.419,0.759,0.21,81.3,93.7
United Kingdom,2018,7.233,10.743,0.928,72.3,0.838,0.226,0.404,0.783,0.228,83.8,92.8
United Kingdom,2019,7.157,10.751,0.943,72.5,0.854,0.271,0.485,0.775,0.251,85.4,94.3
United Kingdom,2020,6.798,10.626,0.929,72.7,0.885,0.203,0.49,0.758,0.225,88.5,92.9
United States,2015,6.864,10.977,0.904,68.6,0.849,0.219,0.698,0.814,0.275,84.9,90.4
United States,2016,6.804,10.986,0.897,68.5,0.758,0.144,0.739,0.806,0.264,75.8,89.7
United States,2017,6.992,11.001,0.921,68.4,0.868,0.197,0.681,0.827,0.268,86.8,92.1
United States,2018,6.883,11.025,0.904,68.3,0.825,0.116,0.71,0.815,0.292,82.5,90.4
United States,2019,6.944,11.043,0.917,68.2,0.836,0.144,0.707,0.815,0.244,83.6,91.7
United States,2020,7.028,11.001,0.937,68.1,0.85,0.034,0.678,0.787,0.295,85,93.7
Uruguay,2015,6.628,9.932,0.891,68.7,0.917,-0.032,0.673,0.893,0.3,91.7,89.1
Uruguay,2016,6.171,9.946,0.9,68.8,0.886,-0.072,0.676,0.842,0.283,88.6,90
Uruguay,2017,6.336,9.968,0.914,68.9,0.898,-0.091,0.627,0.836,0.28,89.8,91.4
Uruguay,2018,6.372,9.98,0.917,69,0.876,-0.097,0.683,0.877,0.275,87.6,91.7
Uruguay,2019,6.6,9.979,0.933,69.1,0.903,-0.095,0.599,0.889,0.222,90.3,93.3
Uruguay,2020,6.31,9.937,0.921,69.2,0.908,-0.084,0.491,0.807,0.265,90.8,92.1
Uzbekistan,2015,5.972,8.714,0.968,64.2,0.98,0.375,0.471,0.84,0.103,98,96.8
Uzbekistan,2016,5.893,8.756,0.945,64.5,0.984,0.208,,0.842,0.147,98.4,94.5
Uzbekistan,2017,6.421,8.782,0.942,64.8,0.985,0.123,0.465,0.839,0.203,98.5,94.2
Uzbekistan,2018,6.205,8.818,0.921,65.1,0.97,0.318,0.52,0.825,0.209,97,92.1
Uzbekistan,2019,6.154,8.853,0.915,65.4,0.97,0.304,0.511,0.845,0.22,97,91.5
Venezuela,2015,5.569,9.001,0.911,65.9,0.512,-0.117,0.813,0.867,0.223,51.2,91.1
Venezuela,2016,4.041,9.01,0.902,66.1,0.458,-0.155,0.89,0.688,0.392,45.8,90.2
Venezuela,2017,5.071,9.073,0.896,66.3,0.636,-0.169,0.844,0.726,0.363,63.6,89.6
Venezuela,2018,5.006,,0.887,66.5,0.611,,0.828,0.759,0.374,61.1,88.7
Venezuela,2019,5.081,,0.888,66.7,0.626,,0.839,0.761,0.351,62.6,88.8
Venezuela,2020,4.574,,0.805,66.9,0.612,,0.811,0.722,0.396,61.2,80.5
Vietnam,2015,5.076,8.77,0.849,67.3,,0.086,,0.642,0.232,0,84.9
Vietnam,2016,5.062,8.82,0.876,67.5,0.894,-0.09,0.799,0.536,0.223,89.4,87.6
Vietnam,2017,5.175,8.876,,67.7,,,,,,0,0
Vietnam,2018,5.296,8.934,0.832,67.9,0.909,-0.041,0.808,0.692,0.191,90.9,83.2
Vietnam,2019,5.467,8.992,0.848,68.1,0.952,-0.126,0.788,0.751,0.186,95.2,84.8
Yemen,2015,2.983,7.858,0.669,54.3,0.61,-0.139,0.829,0.507,0.321,61,66.9
